id,Name,Period,Stock,Percentage_of_portfolio,Shares,Recent_activity,Price,Value,Paresing_date,Ticker
2020Q2_157,Robert Torray - Torray,Q1 2020,RDS.A - Royal Dutch Shell PLC,3.54,"269,900",Add 20.01%,$34.89,"$9,417,000",2020-06-07,RDS.A
2020Q2_158,Robert Torray - Torray,Q1 2020,DD - DuPont de Nemours Inc.,3.46,"270,505",Add 69.26%,$34.10,"$9,224,000",2020-06-07,DD
2020Q2_159,Robert Torray - Torray,Q1 2020,BDX - Becton Dickinson,3.46,"40,150", ,$229.76,"$9,225,000",2020-06-07,BDX
2020Q2_160,Robert Torray - Torray,Q1 2020,BMY - Bristol-Myers Squibb,3.42,"163,400",Buy ,$55.74,"$9,108,000",2020-06-07,BMY
2020Q2_161,Robert Torray - Torray,Q1 2020,SYY - Sysco Corp.,3.25,"189,700",Buy ,$45.63,"$8,656,000",2020-06-07,SYY
2020Q2_162,Robert Torray - Torray,Q1 2020,GD - General Dynamics,3.15,"63,400", ,$132.30,"$8,388,000",2020-06-07,GD
2020Q2_163,Robert Torray - Torray,Q1 2020,GE - General Electric,2.95,"989,447",Add 46.06%,$7.94,"$7,856,000",2020-06-07,GE
2020Q2_164,Robert Torray - Torray,Q1 2020,AIG - American International Group,2.84,"311,700", ,$24.25,"$7,559,000",2020-06-07,AIG
2020Q2_165,Robert Torray - Torray,Q1 2020,WFC - Wells Fargo,2.73,"253,400", ,$28.70,"$7,273,000",2020-06-07,WFC
2020Q2_166,Robert Torray - Torray,Q1 2020,DOW - Dow Inc.,1.47,"133,533", ,$29.24,"$3,905,000",2020-06-07,DOW
2020Q2_167,Donald Yacktman - Yacktman Focused Fund,Q1 2020,BOIVF - Bollore,7.40,"47,746,528",Add 11.95%,$2.72,"$129,884,000",2020-06-07,BOIVF
2020Q2_168,Donald Yacktman - Yacktman Focused Fund,Q1 2020,FOX - Fox Corporation CL B,6.59,"5,050,000",Add 57.81%,$22.88,"$115,544,000",2020-06-07,FOX
2020Q2_169,Donald Yacktman - Yacktman Focused Fund,Q1 2020,CON.DE - Continental Aktiengesellschaft,4.88,"1,200,000",Buy ,$71.30,"$85,558,000",2020-06-07,CON.DE
2020Q2_170,Donald Yacktman - Yacktman Focused Fund,Q1 2020,JNJ - Johnson & Johnson,4.86,"650,000",Reduce 26.97%,$131.13,"$85,235,000",2020-06-07,JNJ
2020Q2_171,Donald Yacktman - Yacktman Focused Fund,Q1 2020,MSFT - Microsoft Corp.,4.85,"540,000",Reduce 8.47%,$157.71,"$85,163,000",2020-06-07,MSFT
2020Q2_172,Donald Yacktman - Yacktman Focused Fund,Q1 2020,PEP - PepsiCo Inc.,4.79,"700,000",Reduce 27.08%,$120.10,"$84,070,000",2020-06-07,PEP
2020Q2_173,Donald Yacktman - Yacktman Focused Fund,Q1 2020,DIS - Walt Disney Co.,4.63,"840,000",Reduce 4.55%,$96.60,"$81,144,000",2020-06-07,DIS
2020Q2_174,Donald Yacktman - Yacktman Focused Fund,Q1 2020,BKNG - Booking Holdings Inc.,4.22,"55,000", ,$1345.33,"$73,993,000",2020-06-07,BKNG
2020Q2_175,Donald Yacktman - Yacktman Focused Fund,Q1 2020,PG - Procter & Gamble,3.95,"630,000",Reduce 40.00%,$110.00,"$69,300,000",2020-06-07,PG
2020Q2_176,Donald Yacktman - Yacktman Focused Fund,Q1 2020,GOOG - Alphabet Inc. CL C,3.91,"59,000",Add 25.53%,$1162.81,"$68,606,000",2020-06-07,GOOG
2020Q2_177,Donald Yacktman - Yacktman Focused Fund,Q1 2020,SYY - Sysco Corp.,3.90,"1,500,000",Add 66.67%,$45.63,"$68,445,000",2020-06-07,SYY
2020Q2_178,Donald Yacktman - Yacktman Focused Fund,Q1 2020,ORCL - Oracle Corp.,3.58,"1,300,000",Reduce 26.14%,$48.33,"$62,829,000",2020-06-07,ORCL
2020Q2_179,Donald Yacktman - Yacktman Focused Fund,Q1 2020,KO - Coca Cola Co.,3.53,"1,400,000",Reduce 36.65%,$44.25,"$61,950,000",2020-06-07,KO
2020Q2_180,Donald Yacktman - Yacktman Focused Fund,Q1 2020,BNTGF - Brenntag AG,3.42,"1,650,000",Add 49.13%,$36.33,"$59,948,000",2020-06-07,BNTGF
2020Q2_181,Donald Yacktman - Yacktman Focused Fund,Q1 2020,M - Macy's Inc.,3.29,"11,750,000",Add 92.62%,$4.91,"$57,693,000",2020-06-07,M
2020Q2_182,Donald Yacktman - Yacktman Focused Fund,Q1 2020,CTSH - Cognizant Technology Solutions,2.78,"1,050,000",Add 47.89%,$46.47,"$48,794,000",2020-06-07,CTSH
2020Q2_183,Donald Yacktman - Yacktman Focused Fund,Q1 2020,ASBFF - Associated British Foods plc,2.68,"2,100,000",Add 121.73%,$22.40,"$47,039,000",2020-06-07,ASBFF
2020Q2_184,Donald Yacktman - Yacktman Focused Fund,Q1 2020,NWSA - News Corp.,2.63,"5,145,915",Add 18.41%,$8.98,"$46,185,000",2020-06-07,NWSA
2020Q2_185,Donald Yacktman - Yacktman Focused Fund,Q1 2020,STT - State Street Corp.,2.58,"850,000",Reduce 11.46%,$53.27,"$45,280,000",2020-06-07,STT
2020Q2_186,Donald Yacktman - Yacktman Focused Fund,Q1 2020,HEGIF - Hengan International Group Co Ltd.,2.50,"5,872,300", ,$7.47,"$43,861,000",2020-06-07,HEGIF
2020Q2_187,Donald Yacktman - Yacktman Focused Fund,Q1 2020,CSCO - Cisco Systems,2.24,"1,000,000", ,$39.31,"$39,310,000",2020-06-07,CSCO
2020Q2_188,Donald Yacktman - Yacktman Focused Fund,Q1 2020,057050.KS - Hyundai Home Shopping Net Corp.,1.48,"547,254",Add 6.48%,$47.44,"$25,964,000",2020-06-07,057050.KS
2020Q2_189,Donald Yacktman - Yacktman Focused Fund,Q1 2020,USB - U.S. Bancorp,1.47,"750,000", ,$34.45,"$25,838,000",2020-06-07,USB
2020Q2_190,Donald Yacktman - Yacktman Focused Fund,Q1 2020,HUN - Huntsman Corp.,1.32,"1,600,000",Buy ,$14.43,"$23,088,000",2020-06-07,HUN
2020Q2_191,Donald Yacktman - Yacktman Focused Fund,Q1 2020,BK - Bank of New York Mellon Corp.,1.25,"650,000", ,$33.68,"$21,892,000",2020-06-07,BK
2020Q2_192,Donald Yacktman - Yacktman Focused Fund,Q1 2020,RINIF - Rinnai Corp.,1.11,"276,000", ,$70.49,"$19,455,000",2020-06-07,RINIF
2020Q2_193,Donald Yacktman - Yacktman Focused Fund,Q1 2020,4095.T - Nihon Parkerizing Co.,1.09,"1,859,500",Buy ,$10.32,"$19,181,000",2020-06-07,4095.T
2020Q2_194,Donald Yacktman - Yacktman Focused Fund,Q1 2020,MSM - MSC Industrial Direct,1.00,"317,939",Buy ,$54.97,"$17,477,000",2020-06-07,MSM
2020Q2_195,Donald Yacktman - Yacktman Focused Fund,Q1 2020,ARGKF - Aggreko Plc,0.98,"2,890,601", ,$5.98,"$17,276,000",2020-06-07,ARGKF
2020Q2_196,Donald Yacktman - Yacktman Focused Fund,Q1 2020,SDXOF - Sodexo SA,0.83,"217,364",Buy ,$67.15,"$14,597,000",2020-06-07,SDXOF
2020Q2_197,Donald Yacktman - Yacktman Focused Fund,Q1 2020,WFT - Weatherford International plc,0.82,"2,421,818", ,$5.95,"$14,410,000",2020-06-07,WFT
2020Q2_198,Donald Yacktman - Yacktman Focused Fund,Q1 2020,WFC - Wells Fargo,0.82,"500,000",Buy ,$28.70,"$14,350,000",2020-06-07,WFC
2020Q2_199,Donald Yacktman - Yacktman Focused Fund,Q1 2020,033780.KS - KT&G Corp.,0.82,"235,000",Buy ,$61.23,"$14,388,000",2020-06-07,033780.KS
2020Q2_200,Donald Yacktman - Yacktman Focused Fund,Q1 2020,RL - Polo Ralph Lauren Corp.,0.70,"183,000",Buy ,$66.83,"$12,230,000",2020-06-07,RL
2020Q2_201,Donald Yacktman - Yacktman Focused Fund,Q1 2020,FHB - First Hawaiian Inc.,0.66,"696,000",Buy ,$16.53,"$11,505,000",2020-06-07,FHB
2020Q2_202,Donald Yacktman - Yacktman Focused Fund,Q1 2020,QRTEA - Qurate Retail Group Inc. CL A,0.57,"1,632,785",Buy ,$6.10,"$9,968,000",2020-06-07,QRTEA
2020Q2_203,Donald Yacktman - Yacktman Focused Fund,Q1 2020,XOM - Exxon Mobil Corp.,0.54,"250,000", ,$37.97,"$9,493,000",2020-06-07,XOM
2020Q2_204,Donald Yacktman - Yacktman Focused Fund,Q1 2020,COP - ConocoPhillips,0.53,"300,000", ,$30.80,"$9,240,000",2020-06-07,COP
2020Q2_205,Donald Yacktman - Yacktman Focused Fund,Q1 2020,BICEF - Societe BIC SA,0.46,"146,866",Buy ,$55.54,"$8,157,000",2020-06-07,BICEF
2020Q2_206,Donald Yacktman - Yacktman Focused Fund,Q1 2020,NWS - News Corp. CL B,0.25,"481,400",Buy ,$8.99,"$4,328,000",2020-06-07,NWS
2020Q2_207,Donald Yacktman - Yacktman Focused Fund,Q1 2020,STAEF - Stanley Electric Co Ltd,0.08,"75,265",Buy ,$19.62,"$1,477,000",2020-06-07,STAEF
2020Q2_208,Donald Yacktman - Yacktman Focused Fund,Q1 2020,VMI - Valmont Industries,0.01,"1,493",Buy ,$105.83,"$158,000",2020-06-07,VMI
2020Q2_209,Francis Chou - Chou Associates,Q1 2020,BRK.A - Berkshire Hathaway CL A,40.83,150, ,$272000.00,"$40,800,000",2020-06-07,BRK.A
2020Q2_210,Francis Chou - Chou Associates,Q1 2020,BHC - Bausch Health,24.18,"1,558,992",Reduce 3.71%,$15.50,"$24,164,000",2020-06-07,BHC
2020Q2_211,Francis Chou - Chou Associates,Q1 2020,WFC - Wells Fargo,6.02,"209,542", ,$28.70,"$6,014,000",2020-06-07,WFC
2020Q2_212,Francis Chou - Chou Associates,Q1 2020,RFP - Resolute Forest Products,5.77,"4,571,960", ,$1.26,"$5,761,000",2020-06-07,RFP
2020Q2_213,Francis Chou - Chou Associates,Q1 2020,MBI - MBIA Inc.,4.66,"652,531", ,$7.14,"$4,659,000",2020-06-07,MBI
2020Q2_214,Francis Chou - Chou Associates,Q1 2020,JPM - JPMorgan Chase & Co.,3.09,"34,275",Reduce 22.59%,$90.04,"$3,086,000",2020-06-07,JPM
2020Q2_215,Francis Chou - Chou Associates,Q1 2020,GS - Goldman Sachs Group,3.09,"20,000", ,$154.60,"$3,092,000",2020-06-07,GS
2020Q2_216,Francis Chou - Chou Associates,Q1 2020,C - Citigroup Inc.,2.85,"67,695", ,$42.12,"$2,851,000",2020-06-07,C
2020Q2_217,Francis Chou - Chou Associates,Q1 2020,DVA - DaVita HealthCare Partners,2.49,"32,743",Reduce 67.50%,$76.05,"$2,490,000",2020-06-07,DVA
2020Q2_218,Francis Chou - Chou Associates,Q1 2020,BB - BlackBerry Ltd.,2.17,"529,040", ,$4.10,"$2,169,000",2020-06-07,BB
2020Q2_219,Francis Chou - Chou Associates,Q1 2020,SNY - Sanofi Aventis,0.87,"20,000", ,$43.70,"$874,000",2020-06-07,SNY
2020Q2_220,Francis Chou - Chou Associates,Q1 2020,CYD - China Yuchai Intl Ltd.,0.79,"73,364", ,$10.75,"$789,000",2020-06-07,CYD
2020Q2_221,Francis Chou - Chou Associates,Q1 2020,PKX - POSCO,0.69,"21,000", ,$32.67,"$686,000",2020-06-07,PKX
2020Q2_222,Francis Chou - Chou Associates,Q1 2020,SAVE - Spirit Airlines,0.65,"50,000", ,$12.90,"$645,000",2020-06-07,SAVE
2020Q2_223,Francis Chou - Chou Associates,Q1 2020,MGA - Magna International Inc.,0.64,"20,000", ,$31.90,"$638,000",2020-06-07,MGA
2020Q2_224,Francis Chou - Chou Associates,Q1 2020,BAC - Bank of America Corp.,0.39,"18,376",Reduce 35.24%,$21.22,"$390,000",2020-06-07,BAC
2020Q2_225,Francis Chou - Chou Associates,Q1 2020,ALGT - Allegiant Travel Company,0.35,"4,317", ,$81.77,"$353,000",2020-06-07,ALGT
2020Q2_226,Francis Chou - Chou Associates,Q1 2020,RYAAY - Ryanair Holdings PLC,0.24,"4,575", ,$53.11,"$243,000",2020-06-07,RYAAY
2020Q2_227,Francis Chou - Chou Associates,Q1 2020,FCAU - Fiat Chrysler Automobiles NV,0.22,"30,000", ,$7.20,"$216,000",2020-06-07,FCAU
2020Q2_228,Mason Hawkins - Longleaf Partners,Q1 2020,CTL - CenturyLink Inc.,12.21,"14,087,844", ,$9.46,"$133,271,000",2020-06-07,CTL
2020Q2_229,Mason Hawkins - Longleaf Partners,Q1 2020,FDX - FedEx Corp.,8.47,"762,937",Add 1.90%,$121.26,"$92,514,000",2020-06-07,FDX
2020Q2_230,Mason Hawkins - Longleaf Partners,Q1 2020,WMB - Williams Cos.,6.83,"5,268,473",Add 87.41%,$14.15,"$74,549,000",2020-06-07,WMB
2020Q2_231,Mason Hawkins - Longleaf Partners,Q1 2020,MAT - Mattel Inc.,6.72,"8,325,143",Reduce 16.38%,$8.81,"$73,345,000",2020-06-07,MAT
2020Q2_232,Mason Hawkins - Longleaf Partners,Q1 2020,GE - General Electric,6.70,"9,215,334",Reduce 29.73%,$7.94,"$73,170,000",2020-06-07,GE
2020Q2_233,Mason Hawkins - Longleaf Partners,Q1 2020,RTX - Raytheon Technologies Corp.,6.58,"761,040",Add 41.92%,$94.33,"$71,789,000",2020-06-07,RTX
2020Q2_234,Mason Hawkins - Longleaf Partners,Q1 2020,AMG - Affiliated Managers Group,5.41,"997,787",Add 2.25%,$59.14,"$59,009,000",2020-06-07,AMG
2020Q2_235,Mason Hawkins - Longleaf Partners,Q1 2020,CKHUY - CK Hutchison Hldgs Ltd.,5.28,"8,640,000",Reduce 41.13%,$6.67,"$57,587,000",2020-06-07,CKHUY
2020Q2_236,Mason Hawkins - Longleaf Partners,Q1 2020,GOOG - Alphabet Inc. CL C,5.21,"48,879",Reduce 7.59%,$1162.81,"$56,837,000",2020-06-07,GOOG
2020Q2_237,Mason Hawkins - Longleaf Partners,Q1 2020,HCMLF - LafargeHolcim Ltd.,5.19,"1,571,945",Add 9.95%,$36.03,"$56,630,000",2020-06-07,HCMLF
2020Q2_238,Mason Hawkins - Longleaf Partners,Q1 2020,DD - DuPont de Nemours Inc.,5.15,"1,647,239",Buy ,$34.10,"$56,171,000",2020-06-07,DD
2020Q2_239,Mason Hawkins - Longleaf Partners,Q1 2020,FFH - Fairfax Financial Holdings Ltd.,5.07,"180,502",Reduce 2.75%,$306.57,"$55,336,000",2020-06-07,FFH
2020Q2_240,Mason Hawkins - Longleaf Partners,Q1 2020,CMCSA - Comcast Corp.,4.96,"1,575,196",Reduce 12.66%,$34.38,"$54,155,000",2020-06-07,CMCSA
2020Q2_241,Mason Hawkins - Longleaf Partners,Q1 2020,CNHI - CNH Industrial NV,4.88,"9,349,500",Reduce 4.40%,$5.70,"$53,248,000",2020-06-07,CNHI
2020Q2_242,Mason Hawkins - Longleaf Partners,Q1 2020,CNX - CNX Resources Corp.,4.66,"9,562,062",Reduce 4.12%,$5.32,"$50,870,000",2020-06-07,CNX
2020Q2_243,Mason Hawkins - Longleaf Partners,Q1 2020,H - Hyatt Hotels Corp.,4.59,"1,045,804",Buy ,$47.90,"$50,094,000",2020-06-07,H
2020Q2_244,Mason Hawkins - Longleaf Partners,Q1 2020,PK - Park Hotels & Resorts Inc.,2.11,"2,918,308",Add 0.41%,$7.91,"$23,084,000",2020-06-07,PK
2020Q2_245,David Katz - Matrix Advisors Value,Q1 2020,MSFT - Microsoft Corp.,6.21,"15,500",Reduce 13.65%,$157.74,"$2,445,000",2020-06-07,MSFT
2020Q2_246,David Katz - Matrix Advisors Value,Q1 2020,GOOG - Alphabet Inc. CL C,5.51,"1,865", ,$1163.00,"$2,169,000",2020-06-07,GOOG
2020Q2_247,David Katz - Matrix Advisors Value,Q1 2020,GILD - Gilead Sciences,4.78,"25,175",Reduce 12.28%,$74.76,"$1,882,000",2020-06-07,GILD
2020Q2_248,David Katz - Matrix Advisors Value,Q1 2020,JPM - JPMorgan Chase & Co.,4.56,"19,950", ,$90.03,"$1,796,000",2020-06-07,JPM
2020Q2_249,David Katz - Matrix Advisors Value,Q1 2020,ABBV - AbbVie Inc.,4.45,"23,000", ,$76.17,"$1,752,000",2020-06-07,ABBV
2020Q2_250,David Katz - Matrix Advisors Value,Q1 2020,CVS - CVS Health Corp.,4.29,"28,500",Add 9.62%,$59.33,"$1,691,000",2020-06-07,CVS
2020Q2_251,David Katz - Matrix Advisors Value,Q1 2020,CSCO - Cisco Systems,4.24,"42,500",Add 1.67%,$39.32,"$1,671,000",2020-06-07,CSCO
2020Q2_252,David Katz - Matrix Advisors Value,Q1 2020,EBAY - eBay Inc.,3.93,"51,500",Reduce 2.83%,$30.06,"$1,548,000",2020-06-07,EBAY
2020Q2_253,David Katz - Matrix Advisors Value,Q1 2020,CMCSA - Comcast Corp.,3.93,"45,000",Add 5.39%,$34.38,"$1,547,000",2020-06-07,CMCSA
2020Q2_254,David Katz - Matrix Advisors Value,Q1 2020,K - Kellogg Co.,3.50,"23,000",Buy ,$60.00,"$1,380,000",2020-06-07,K
2020Q2_255,David Katz - Matrix Advisors Value,Q1 2020,MDLZ - Mondelez International,3.43,"27,000", ,$50.07,"$1,352,000",2020-06-07,MDLZ
2020Q2_256,David Katz - Matrix Advisors Value,Q1 2020,WFC - Wells Fargo,3.43,"47,000",Add 11.11%,$28.70,"$1,349,000",2020-06-07,WFC
2020Q2_257,David Katz - Matrix Advisors Value,Q1 2020,STT - State Street Corp.,3.40,"25,100", ,$53.27,"$1,337,000",2020-06-07,STT
2020Q2_258,David Katz - Matrix Advisors Value,Q1 2020,TMO - Thermo Fisher Scientific,3.39,"4,700",Reduce 6.93%,$283.62,"$1,333,000",2020-06-07,TMO
2020Q2_259,David Katz - Matrix Advisors Value,Q1 2020,GS - Goldman Sachs Group,3.34,"8,500", ,$154.59,"$1,314,000",2020-06-07,GS
2020Q2_260,David Katz - Matrix Advisors Value,Q1 2020,FDX - FedEx Corp.,3.33,"10,800", ,$121.30,"$1,310,000",2020-06-07,FDX
2020Q2_261,David Katz - Matrix Advisors Value,Q1 2020,FB - Facebook Inc.,3.26,"7,700",Add 50.98%,$166.75,"$1,284,000",2020-06-07,FB
2020Q2_262,David Katz - Matrix Advisors Value,Q1 2020,MS - Morgan Stanley,3.11,"36,000", ,$34.00,"$1,224,000",2020-06-07,MS
2020Q2_263,David Katz - Matrix Advisors Value,Q1 2020,ZBH - Zimmer Biomet Holdings,3.05,"11,900",Reduce 5.56%,$101.09,"$1,203,000",2020-06-07,ZBH
2020Q2_264,David Katz - Matrix Advisors Value,Q1 2020,AAPL - Apple Inc.,3.02,"4,675",Reduce 2.60%,$254.33,"$1,189,000",2020-06-07,AAPL
2020Q2_265,David Katz - Matrix Advisors Value,Q1 2020,ETN - Eaton Corp.,2.82,"14,300",Reduce 32.23%,$77.69,"$1,111,000",2020-06-07,ETN
2020Q2_266,David Katz - Matrix Advisors Value,Q1 2020,TEL - TE Connectivity,2.81,"17,600",Reduce 14.98%,$62.95,"$1,108,000",2020-06-07,TEL
2020Q2_267,David Katz - Matrix Advisors Value,Q1 2020,MET - MetLife Inc.,2.78,"35,800", ,$30.56,"$1,094,000",2020-06-07,MET
2020Q2_268,David Katz - Matrix Advisors Value,Q1 2020,QCOM - QUALCOMM Inc.,2.75,"16,000",Add 4.58%,$67.63,"$1,082,000",2020-06-07,QCOM
2020Q2_269,David Katz - Matrix Advisors Value,Q1 2020,VIAC - ViacomCBS Inc.,2.46,"69,000",Add 13.67%,$14.01,"$967,000",2020-06-07,VIAC
2020Q2_270,David Katz - Matrix Advisors Value,Q1 2020,TFC - Truist Financial Corp.,2.23,"28,500", ,$30.84,"$879,000",2020-06-07,TFC
2020Q2_271,David Katz - Matrix Advisors Value,Q1 2020,COF - Capital One Financial,1.89,"14,800", ,$50.41,"$746,000",2020-06-07,COF
2020Q2_272,David Katz - Matrix Advisors Value,Q1 2020,OXY - Occidental Petroleum,1.65,"56,100",Add 70.00%,$11.59,"$650,000",2020-06-07,OXY
2020Q2_273,David Katz - Matrix Advisors Value,Q1 2020,CVX - Chevron Corp.,1.40,"7,600", ,$72.50,"$551,000",2020-06-07,CVX
2020Q2_274,David Katz - Matrix Advisors Value,Q1 2020,DVN - Devon Energy Corp.,0.77,"44,000",Add 51.72%,$6.91,"$304,000",2020-06-07,DVN
2020Q2_275,David Katz - Matrix Advisors Value,Q1 2020,KO - Coca Cola Co.,0.28,"2,500",Buy ,$44.40,"$111,000",2020-06-07,KO
2020Q2_276,Thornburg Investment Management - Thornburg Value,Q1 2020,TMO - Thermo Fisher Scientific,6.36,"139,762",Reduce 2.88%,$283.60,"$39,637,000",2020-06-07,TMO
2020Q2_277,Thornburg Investment Management - Thornburg Value,Q1 2020,GOOG - Alphabet Inc. CL C,5.78,"30,996",Reduce 8.45%,$1162.80,"$36,042,000",2020-06-07,GOOG
2020Q2_278,Thornburg Investment Management - Thornburg Value,Q1 2020,NOMD - Nomad Foods Ltd,5.07,"1,701,154", ,$18.56,"$31,573,000",2020-06-07,NOMD
2020Q2_279,Thornburg Investment Management - Thornburg Value,Q1 2020,CCK - Crown Holdings,4.82,"517,250",Reduce 12.40%,$58.04,"$30,021,000",2020-06-07,CCK
2020Q2_280,Thornburg Investment Management - Thornburg Value,Q1 2020,JPM - JPMorgan Chase & Co.,4.73,"327,726", ,$90.03,"$29,505,000",2020-06-07,JPM
2020Q2_281,Thornburg Investment Management - Thornburg Value,Q1 2020,CHL - China Mobile Ltd.,4.19,"3,481,832", ,$7.49,"$26,094,000",2020-06-07,CHL
2020Q2_282,Thornburg Investment Management - Thornburg Value,Q1 2020,CMCSA - Comcast Corp.,3.92,"711,400", ,$34.38,"$24,458,000",2020-06-07,CMCSA
2020Q2_283,Thornburg Investment Management - Thornburg Value,Q1 2020,FB - Facebook Inc.,3.87,"144,633",Add 42.03%,$166.80,"$24,125,000",2020-06-07,FB
2020Q2_284,Thornburg Investment Management - Thornburg Value,Q1 2020,ATVI - Activision Blizzard Inc.,3.71,"388,723",Reduce 3.49%,$59.48,"$23,121,000",2020-06-07,ATVI
2020Q2_285,Thornburg Investment Management - Thornburg Value,Q1 2020,BABA - Alibaba Group Holdings,3.59,"115,172", ,$194.48,"$22,399,000",2020-06-07,BABA
2020Q2_286,Thornburg Investment Management - Thornburg Value,Q1 2020,MDT - Medtronic plc,3.56,"246,280",Reduce 13.50%,$90.18,"$22,210,000",2020-06-07,MDT
2020Q2_287,Thornburg Investment Management - Thornburg Value,Q1 2020,GILD - Gilead Sciences,3.25,"270,732",Reduce 28.64%,$74.76,"$20,240,000",2020-06-07,GILD
2020Q2_288,Thornburg Investment Management - Thornburg Value,Q1 2020,USFD - US Foods Holding Corp.,3.16,"1,110,723", ,$17.71,"$19,671,000",2020-06-07,USFD
2020Q2_289,Thornburg Investment Management - Thornburg Value,Q1 2020,AAPL - Apple Inc.,2.89,"70,823",Reduce 23.24%,$254.30,"$18,010,000",2020-06-07,AAPL
2020Q2_290,Thornburg Investment Management - Thornburg Value,Q1 2020,AGO - Assured Guaranty Ltd.,2.78,"671,424", ,$25.79,"$17,316,000",2020-06-07,AGO
2020Q2_291,Thornburg Investment Management - Thornburg Value,Q1 2020,DLMAF - Dollarama Inc.,2.63,"590,666",Buy ,$27.74,"$16,386,000",2020-06-07,DLMAF
2020Q2_292,Thornburg Investment Management - Thornburg Value,Q1 2020,EPD - Enterprise Products Partners LP,2.46,"1,072,386", ,$14.30,"$15,335,000",2020-06-07,EPD
2020Q2_293,Thornburg Investment Management - Thornburg Value,Q1 2020,NFLX - Netflix Inc.,2.35,"38,998",Reduce 32.28%,$375.51,"$14,644,000",2020-06-07,NFLX
2020Q2_294,Thornburg Investment Management - Thornburg Value,Q1 2020,C - Citigroup Inc.,2.35,"347,156", ,$42.12,"$14,622,000",2020-06-07,C
2020Q2_295,Thornburg Investment Management - Thornburg Value,Q1 2020,PSTG - Pure Storage Inc.,2.27,"1,151,129", ,$12.30,"$14,159,000",2020-06-07,PSTG
2020Q2_296,Thornburg Investment Management - Thornburg Value,Q1 2020,COF - Capital One Financial,2.25,"278,206", ,$50.42,"$14,027,000",2020-06-07,COF
2020Q2_297,Thornburg Investment Management - Thornburg Value,Q1 2020,HUN - Huntsman Corp.,2.10,"908,504", ,$14.43,"$13,110,000",2020-06-07,HUN
2020Q2_298,Thornburg Investment Management - Thornburg Value,Q1 2020,BAM - Brookfield Asset Management Inc.,2.04,"431,180",Reduce 16.10%,$29.50,"$12,720,000",2020-06-07,BAM
2020Q2_299,Thornburg Investment Management - Thornburg Value,Q1 2020,FTS - Fortis Inc.,1.87,"302,670", ,$38.55,"$11,668,000",2020-06-07,FTS
2020Q2_300,Thornburg Investment Management - Thornburg Value,Q1 2020,SBUX - Starbucks Corp.,1.65,"156,038", ,$65.74,"$10,258,000",2020-06-07,SBUX
2020Q2_301,Thornburg Investment Management - Thornburg Value,Q1 2020,CFEIY - China Feihe Ltd,1.55,"5,431,346",Reduce 47.16%,$1.78,"$9,655,000",2020-06-07,CFEIY
2020Q2_302,Thornburg Investment Management - Thornburg Value,Q1 2020,FLEX - Flex Ltd.,1.47,"1,090,901", ,$8.37,"$9,136,000",2020-06-07,FLEX
2020Q2_303,Thornburg Investment Management - Thornburg Value,Q1 2020,TGP - Teekay LNG Partners LP.,1.44,"914,908", ,$9.79,"$8,957,000",2020-06-07,TGP
2020Q2_304,Thornburg Investment Management - Thornburg Value,Q1 2020,KMX - CarMax Inc.,1.39,"160,566", ,$53.83,"$8,643,000",2020-06-07,KMX
2020Q2_305,Thornburg Investment Management - Thornburg Value,Q1 2020,PMT - PennyMac Mortgage Investment Trust,1.38,"811,762",Reduce 9.57%,$10.62,"$8,621,000",2020-06-07,PMT
2020Q2_306,Thornburg Investment Management - Thornburg Value,Q1 2020,COO - Cooper Companies,1.29,"29,200", ,$275.68,"$8,050,000",2020-06-07,COO
2020Q2_307,Thornburg Investment Management - Thornburg Value,Q1 2020,ITT - ITT Inc.,1.19,"163,890", ,$45.36,"$7,434,000",2020-06-07,ITT
2020Q2_308,Thornburg Investment Management - Thornburg Value,Q1 2020,WH - Wyndham Hotels & Resorts Inc.,1.05,"207,789",Reduce 38.28%,$31.51,"$6,547,000",2020-06-07,WH
2020Q2_309,Thornburg Investment Management - Thornburg Value,Q1 2020,ALKS - Alkermes plc,1.03,"444,499",Reduce 19.95%,$14.42,"$6,410,000",2020-06-07,ALKS
2020Q2_310,Thornburg Investment Management - Thornburg Value,Q1 2020,MA - Mastercard Inc.,1.01,"26,109",Buy ,$241.56,"$6,307,000",2020-06-07,MA
2020Q2_311,Thornburg Investment Management - Thornburg Value,Q1 2020,Z - Zillow Group Inc.,0.93,"161,058",Reduce 41.03%,$36.02,"$5,801,000",2020-06-07,Z
2020Q2_312,Thornburg Investment Management - Thornburg Value,Q1 2020,NAVI - Navient Corp.,0.89,"734,797", ,$7.58,"$5,570,000",2020-06-07,NAVI
2020Q2_313,Thornburg Investment Management - Thornburg Value,Q1 2020,MHK - Mohawk Industries,0.75,"61,289",Reduce 11.17%,$76.25,"$4,673,000",2020-06-07,MHK
2020Q2_314,Thornburg Investment Management - Thornburg Value,Q1 2020,DVN - Devon Energy Corp.,0.61,"554,000", ,$6.91,"$3,828,000",2020-06-07,DVN
2020Q2_315,Thornburg Investment Management - Thornburg Value,Q1 2020,CPRI - Capri Holdings Ltd,0.38,"216,801",Reduce 17.28%,$10.79,"$2,339,000",2020-06-07,CPRI
2020Q2_316,Jeffrey Ubben - ValueAct Capital ,Q1 2020,STX - Seagate Technology,22.12,"31,554,360", ,$48.80,"$1,539,853,000",2020-06-07,STX
